x,y,z,xn,yn,zn,heading,dist,uv,cum_dist,inner_x,inner_y,outer_x,outer_y
210.52934946486863,-534.7476430733107,2.1127411384088646,213.69113674200148,-539.7528605642692,4.445691083338119,-1.007394765208594,5.9202281136486725,[ 0.53406511 -0.84544335],740.6740971482958,218.98378296789417,-529.4069919760268,202.0749159618431,-540.0882941705945
213.69113674200148,-539.7528605642692,4.445691083338119,217.57640430376603,-544.2798105271113,5.223212151009534,-0.8615305458061455,5.965616480513592,[ 0.65127679 -0.75884026],746.6397136288094,221.2795393448659,-533.2400926475659,206.10273413913706,-546.2656284809725
217.57640430376603,-544.2798105271113,5.223212151009534,222.05117628192372,-548.3284907766325,5.223212316109766,-0.7354492334507536,6.034517049389196,[ 0.74152943 -0.67092034],752.6742306781987,224.28560773526698,-536.8645162433531,210.86720087226513,-551.6951048108695
222.05117628192372,-548.3284907766325,5.223212316109766,226.82070821013184,-551.4762378093436,5.223212466858456,-0.5833519701952264,5.714608140208572,[ 0.83462099 -0.55082465],758.3888388184073,227.55942278891206,-539.9822808332959,216.54292977493537,-556.6747007199691
226.82070821013184,-551.4762378093436,5.223212466858456,231.60811014239886,-554.2458127692776,5.22321260974519,-0.5244704951245243,5.530801272850756,[ 0.86558922 -0.50075474],763.9196400912581,231.82825562198536,-542.8203456590197,221.8131607982783,-560.1321299596675
231.60811014239886,-554.2458127692776,5.22321260974519,236.62774368269706,-556.6594624598729,5.223212748942387,-0.4482039285067813,5.569777886756095,[ 0.90122688 -0.43334757],769.4894179780142,235.9415858027739,-545.2335439816228,227.27463448202383,-563.2580815569324
236.62774368269706,-556.6594624598729,5.223212748942387,241.96892757052552,-558.4947343842621,5.223212881143326,-0.33096881120036764,5.6476958452142005,[ 0.94572796 -0.32495941],775.1371138232284,239.87733780867035,-547.2021828290044,233.37814955672374,-566.1167420907414
241.96892757052552,-558.4947343842621,5.223212881143326,247.47981737275344,-560.3300040098761,5.779024669597533,-0.3214739351609505,5.808452548743156,[ 0.94877074 -0.31596533],780.9455663719716,245.12858086925328,-549.0070270198964,238.8092742717978,-567.9824417486277
247.47981737275344,-560.3300040098761,5.779024669597533,253.23187040500068,-561.5980170474378,5.779024681617585,-0.2169750046213221,5.890158839047645,[ 0.97655313 -0.21527654],786.8357252110193,249.63258281119235,-550.5644727408123,245.3270519343145,-570.0955352789399
253.23187040500068,-561.5980170474378,5.779024681617585,258.8678142902972,-562.3988750476371,5.779024677340402,-0.14115330193623407,5.692559794564717,[ 0.9900544  -0.14068504],792.528285005584,254.63872080113345,-551.6974730238551,251.82502000886788,-571.4985610710205
258.8678142902972,-562.3988750476371,5.779024677340402,264.3251242630983,-563.0773796477408,5.779024669576671,-0.12369475190453312,5.499327289005093,[ 0.99235955 -0.12337956],798.0276122945892,260.1016099246475,-552.4752795131214,257.63401865594693,-572.3224705821526
264.3251242630983,-563.0773796477408,5.779024669576671,269.55914218538226,-563.3443425436496,5.446462407498416,-0.05096118416162071,5.240821767488532,[ 0.99870176 -0.05093913],803.2684340620777,264.83451555277145,-553.090362049178,263.8157329734251,-573.0643972463038
269.55914218538226,-563.3443425436496,5.446462407498416,276.49019801014305,-563.3666089552155,5.446462367942473,-0.0032125458990440946,6.931091590726155,[ 0.99999484 -0.00321254],810.1995256528039,269.5912675891145,-553.3443941458611,269.52701678165,-573.3442909414383
276.49019801014305,-563.3666089552155,5.446462367942473,288.69100133518134,-562.2988596917651,5.446462209436987,0.08729227038733195,12.247436069066213,[0.99619245 0.08718145],822.4469617218701,275.61838348714485,-553.4046844705845,277.3620125331413,-573.3285334398463
288.69100133518134,-562.2988596917651,5.446462209436987,323.64101248649933,-557.89426824612,5.335607965535161,0.12536455648697148,35.2264631389571,[0.99215215 0.12503644],857.6734248608273,287.440636963297,-552.3773381886123,289.9413657070657,-572.2203811949178
323.64101248649933,-557.89426824612,5.335607965535161,424.6233033589663,-539.3297106571918,13.55770075739207,0.18180966474034266,102.67456290787975,[0.9835181  0.18080971],960.347987768707,321.8329154210573,-548.0590872614132,325.4491095519414,-567.729449230827
424.6233033589663,-539.3297106571918,13.55770075739207,504.32993751066095,-527.371344799732,20.777871149218157,0.1489190362400312,80.59869751908495,[0.98893204 0.14836922],1040.9466852877918,423.1396111622496,-529.440390282899,426.10699555568306,-549.2190310314845
504.32993751066095,-527.371344799732,20.777871149218157,516.798592819106,-525.4913127154937,22.33329832429274,0.14965334228776098,12.609594991060577,[0.98882282 0.14909536],1053.5562802788522,502.83898392684546,-517.4831165756816,505.82089109447645,-537.2595730237825
516.798592819106,-525.4913127154937,22.33329832429274,536.2696776579911,-522.0650259005399,22.333298897466847,0.17418469581681445,19.770244969180023,[0.98486816 0.17330523],1073.3265252480323,515.0655405376117,-515.642631088514,518.5316451006001,-535.3399943424733
536.2696776579911,-522.0650259005399,22.333298897466847,564.5741757042949,-517.059012430208,23.111587751082737,0.17505256365334074,28.743778118374813,[0.98471739 0.1741599 ],1102.0703033664072,534.5280786762164,-512.2178520426921,538.0112766397658,-531.9121997583877
564.5741757042949,-517.059012430208,23.111587751082737,578.7933995467035,-514.5337232572745,23.11158768825777,0.17576422221570706,14.44172469227469,[0.98459319 0.17486064],1116.5120280586818,562.825569338544,-507.2130804896725,566.3227820700458,-526.9049443707434
578.7933995467035,-514.5337232572745,23.11158768825777,593.9683097912085,-512.0306230542601,22.77863812861085,0.16347786393633384,15.37996786586737,[0.98666723 0.16275068],1131.8919959245493,577.1658927633055,-504.6670509879633,580.4209063301016,-524.4003955265856
593.9683097912085,-512.0306230542601,22.77863812861085,598.2197549082555,-510.4955525340888,22.778638082009792,0.3465027516670578,4.520091490795499,[0.94056616 0.3396105 ],1136.4120874153448,590.5722048156848,-502.62496140846275,597.3644147667322,-521.4362847000575
598.2197549082555,-510.4955525340888,22.778638082009792,602.2300233212766,-508.42660197980695,22.77863802917102,0.47629700170813066,4.512516940748026,[0.88869881 0.45849148],1140.924604356093,593.6348401446139,-501.60856448356566,602.8046696718972,-519.3825405846119
602.2300233212766,-508.42660197980695,22.77863802917102,605.8651324028275,-505.64581436408025,24.11082165668813,0.6530199022662084,4.576767177665096,[0.79425257 0.60758774],1145.501371533758,596.1541459436877,-500.48407630515516,608.3059006988656,-516.3691276544587
605.8651324028275,-505.64581436408025,24.11082165668813,608.642772110223,-502.2310659985937,24.110821764172528,0.8879231968983136,4.401793809765893,[0.63102449 0.77576291],1149.9031653435238,598.1075033246309,-499.3355694334045,613.6227614810241,-511.956059294756
608.642772110223,-502.2310659985937,24.110821764172528,610.821967551793,-498.32694256521285,24.110821909634723,1.0616961821052306,4.47113772496808,[0.48739171 0.87318344],1154.3743030684918,599.910937678957,-497.3571489429845,617.3746065414889,-507.1049830542029
610.821967551793,-498.32694256521285,24.110821909634723,628.7644686230913,-464.58020032030555,27.775965533564914,1.0821263154014547,38.22009885960201,[0.46945198 0.88295801],1192.594401928094,601.9923875005029,-493.63242276891185,619.6515476030829,-503.02146236151384
628.7644686230913,-464.58020032030555,27.775965533564914,642.6431744008017,-436.8286839418175,27.221685376273598,1.1070637505239818,31.028456864139187,[0.44728959 0.89438919],1223.622858792233,619.8205767305616,-460.10730441108274,637.7083605156209,-469.05309622952836
642.6431744008017,-436.8286839418175,27.221685376273598,646.733502016712,-427.8303082466366,27.22168566940465,1.1441543880125131,9.884409196158337,[0.4138161 0.9103605],1233.5072679883913,633.5395694036733,-432.6905229908322,651.7467793979301,-440.9668448928027
646.733502016712,-427.8303082466366,27.22168566940465,649.6270321794187,-420.0221013910026,27.22168596802615,1.2159103010859826,8.32710100232151,[0.3474835 0.9376861],1241.8343689907128,637.3566410257654,-424.3554732927912,656.1103630076584,-431.305143200482
649.6270321794187,-420.0221013910026,27.22168596802615,652.1900840910353,-412.13604871399036,32.22055219873576,1.2565547028390847,8.292108412596473,[0.30909532 0.95103106],1250.1264774033093,640.1167215507822,-416.9311481809323,659.1373428080552,-423.11305460107286
652.1900840910353,-412.13604871399036,32.22055219873576,655.2442558001999,-401.50268425563735,32.22055343238961,1.2911002147406467,11.063290854588699,[0.27606358 0.96113938],1261.189768257898,642.5786903401943,-409.37541288753755,661.8014778418762,-414.8966845404432
655.2442558001999,-401.50268425563735,32.22055343238961,657.1463384816534,-393.12726157074474,32.220554419927424,1.3474812288727622,8.58869161617178,[0.22146361 0.97516864],1269.7784598740698,645.492569444245,-399.2880481195906,664.9959421561547,-403.7173203916841
657.1463384816534,-393.12726157074474,32.220554419927424,660.6110164185477,-374.5634398443608,35.1112087768698,1.3862831375551279,18.884371059036273,[0.18346801 0.98302568],1288.662830933106,647.3160816685725,-391.2925814926722,666.9765952947344,-394.9619416488173
660.6110164185477,-374.5634398443608,35.1112087768698,663.2628293687618,-354.153293931038,35.1112090703252,1.44159388488151,20.581694976994726,[0.12884327 0.99166497],1309.2445259101007,650.694366727579,-373.2750071116932,670.5276661095165,-375.8518725770284
663.2628293687618,-354.153293931038,35.1112090703252,664.4676203832781,-331.3740877746893,31.666268694818456,1.5179556139956756,22.811044572796167,[0.05281613 0.99860425],1332.0555704828969,653.2767868253552,-353.62513266658055,673.2488719121684,-354.68145519549546
664.4676203832781,-331.3740877746893,31.666268694818456,664.8328479769148,-308.7061435815655,33.222451517366295,1.5546856468313117,22.670886289197608,[0.01610998 0.99987023],1354.7264567720945,654.4689181252527,-331.2129879442823,674.4663226413036,-331.5351876050963
664.8328479769148,-308.7061435815655,33.222451517366295,664.7690640489373,-279.03095805721136,32.667769179562384,1.5729457263226476,29.675254072952917,[-0.0021494   0.99999769],1384.4017108450473,654.8328710764974,-308.7276375602929,674.8328248773321,-308.68464960283814
664.7690640489373,-279.03095805721136,32.667769179562384,664.9466939608847,-255.56219217585854,35.3321993894734,1.5632276919107833,23.46943809253574,[0.00756856 0.99997136],1407.871148937583,654.76935046874,-278.9552724309739,674.7687776291345,-279.1066436834488
664.9466939608847,-255.56219217585854,35.3321993894734,666.1069511224312,-236.09753269878976,35.33220123078675,1.511258378462891,19.49920934907781,[0.05950278 0.99822814],1427.3703582866608,654.9644125623882,-254.96716437715378,674.9289753593812,-256.1572199745633
666.1069511224312,-236.09753269878976,35.33220123078675,668.0436052297682,-201.9509625076724,41.331466678815474,1.5141411033587975,34.20144565582528,[0.05662492 0.99839552],1461.571803942486,656.1229959017251,-235.5312835037043,676.0909063431374,-236.6637818938752
668.0436052297682,-201.9509625076724,41.331466678815474,668.5070643744273,-179.31638183951304,45.332953860665924,1.5503234760454416,22.63932499881966,[0.02047142 0.99979044],1484.2111289413056,658.0457008446598,-201.74624830144796,678.0415096148766,-202.15567671389684
668.5070643744273,-179.31638183951304,45.332953860665924,667.9166833741832,-158.1166662859815,48.44382163281139,1.5986376649584046,21.207934582983256,[-0.02783774  0.99961245],1505.4190635242887,658.5109398246366,-179.59475925431224,678.503188924218,-179.0380044247139
667.9166833741832,-158.1166662859815,48.44382163281139,665.6733656096944,-121.83472932391,49.111961775890705,1.6325478698716258,36.35122314740181,[-0.0617123   0.99809398],1541.7702866716907,657.9357435816071,-158.73378933446665,677.8976231667593,-157.49954323749634
665.6733656096944,-121.83472932391,49.111961775890705,665.1279515756612,-107.66451652131856,49.11196154846684,1.6092675154967038,14.180705459858002,[-0.0384617   0.99926008],1555.9509921315487,655.6807648588335,-122.21934632027671,675.6659663605553,-121.45011232754328
665.1279515756612,-107.66451652131856,49.11196154846684,665.9580540415946,-95.76326243253301,49.111594263895455,1.5011599472056492,11.930168439287993,[0.06958011 0.99757637],1567.8811605708368,655.1521879061452,-106.96871539314702,675.1037152451772,-108.36031764949009
665.9580540415946,-95.76326243253301,49.111594263895455,667.8153261928162,-85.61934044326581,49.111594407160254,1.3897099348465942,10.312546395921935,[0.18009831 0.98364862],1578.1937069667588,656.1215678820961,-93.96227935821082,675.794540201093,-97.56424550685519
667.8153261928162,-85.61934044326581,49.111594407160254,671.0746181486031,-71.21538851749784,49.00072680616486,1.3482661608768647,14.768101270403426,[0.2206981  0.97534217],1592.9618082371621,658.0619045023551,-83.41235939938665,677.5687478832774,-87.82632148714497
671.0746181486031,-71.21538851749784,49.00072680616486,678.5757334317632,-45.32156777759149,49.0007267933494,1.2888272189543295,26.958425083852052,[0.27824753 0.9605094 ],1619.9202333210142,661.4695241346294,-68.4329131837836,680.6797121625766,-73.99786385121209
678.5757334317632,-45.32156777759149,49.0007267933494,684.0409608033849,-29.97208926361951,49.999998409470464,1.2287393189958653,16.293409737510768,[0.33542564 0.94206669],1636.213643058525,669.1550665724292,-41.967311388249215,687.9964002910974,-48.67582416693377
684.0409608033849,-29.97208926361951,49.999998409470464,685.585754235299,-23.14272244125732,49.9999986369958,1.3483413026341144,7.001902451596012,[0.22062481 0.97535875],1643.2155455101208,674.2873733040253,-27.765841115215295,693.7945483027445,-32.17833741202372
685.585754235299,-23.14272244125732,49.9999986369958,685.630160499009,-17.592525938864924,49.99999881535493,1.5627956521893447,5.550374143373171,[0.00800059 0.99996799],1648.765919653494,675.5860742875625,-23.0627165487483,695.5854341830355,-23.22272833376634
685.630160499009,-17.592525938864924,49.99999881535493,684.6117619418935,-12.220339357377085,49.2235537121131,1.7581419913316543,5.467862862897437,[-0.18625166  0.98250207],1654.2337825163913,675.8051397986158,-19.45504257955453,695.4551811994022,-15.730009298175318
684.6117619418935,-12.220339357377085,49.2235537121131,682.0393453022382,-7.037306868869919,49.22355343390271,2.0314915725013742,5.786290102033955,[-0.44457098  0.89574363],1660.0200726184253,675.6543256621513,-16.66604912009886,693.5691982216356,-7.774629594655309
682.0393453022382,-7.037306868869919,49.22355343390271,677.5199967683848,-3.311424703405038,49.223553152191215,2.4521324358614223,5.857192935303763,[-0.77158949  0.63612078],1665.877265553729,675.6781374563989,-14.75320180996603,688.4005531480775,0.6785880722261908
677.5199967683848,-3.311424703405038,49.223553152191215,671.9289870144214,-1.365208232439059,49.22355290603568,2.8066137235692055,5.92006322776821,[-0.94441724  0.32874927],1671.7973287814973,674.2325040574333,-12.755597069231541,680.8074894793363,6.132747662421465
671.9289870144214,-1.365208232439059,49.22355290603568,662.962030426602,-0.3423104519311124,48.11232060201061,3.028009506802948,9.02511109722225,[-0.99355637  0.11333908],1680.8224398787195,670.7955962234506,-11.300771896114242,673.0623778053921,8.570355431236123
662.962030426602,-0.3423104519311124,48.11232060201061,655.5580534367084,0.20238814496438806,48.11232050922129,3.06815656855197,7.423986249201537,[-0.99730478  0.0733701 ],1688.246426127921,662.2283294489714,-10.315358274709467,663.6957314042327,9.630737370847243
655.5580534367084,0.20238814496438806,48.11232050922129,650.0295983307573,1.4367728798965516,48.11232041336993,2.9219174363866074,5.664584850838708,[-0.97596828  0.21791266],1693.9110109787598,653.3789268679725,-9.55729460589535,657.7371800054443,9.962070895824127
650.0295983307573,1.4367728798965516,48.11232041336993,645.0012499218378,3.6944636553602663,48.11232028985742,2.7195768724205904,5.511937532220102,[-0.91226513  0.40960021],1699.42294851098,645.9335962221223,-7.6858784192630765,654.1256004393922,10.55942417905618
645.0012499218378,3.6944636553602663,48.11232028985742,640.3479554195418,7.420359991043398,48.11232012326073,2.46642457897094,5.961162070381537,[-0.78060191  0.62502852],1705.3841105813615,638.7509646725985,-4.111555451914583,651.2515351710772,11.500482762635116
640.3479554195418,7.420359991043398,48.11232012326073,636.7574341698177,12.180705551925158,47.223189849646786,2.21701599002448,5.9626112319794276,[-0.60217262  0.79836591],1711.346721813341,632.3642962882027,1.3986337539427893,648.3316145508809,13.442086228144007
636.7574341698177,12.180705551925158,47.223189849646786,634.4797749204861,17.552848664480535,47.22318971171242,1.9717992386763612,5.8350366989284765,[-0.39034189  0.92066998],1717.1817585122694,627.5507343841216,8.277286658690272,645.9641339555137,16.084124445160043
634.4797749204861,17.552848664480535,47.22318971171242,631.3533013181457,32.1456233119367,43.78007004421514,1.7818536549070212,14.923937452883221,[-0.20949388  0.97780996],1732.1056959651526,624.7016753448697,15.457909837370707,644.2578744961023,19.647787491590364
631.3533013181457,32.1456233119367,43.78007004421514,628.6999816598588,52.13289486309529,41.112317694555855,1.7027751314289137,20.16261712349874,[-0.13159599  0.99130343],1752.2683130886512,621.4402669988735,30.829663363863062,641.2663356374178,33.46158326001034
628.6999816598588,52.13289486309529,41.112317694555855,627.466848737525,68.78343113353779,41.11231711786357,1.6447210210969085,16.696136526078874,[-0.07385738  0.99726881],1768.96444961473,618.7272935206388,51.394321049681736,638.6726697990789,52.87146867650884
627.466848737525,68.78343113353779,41.11231711786357,627.8591408693873,86.46843462964245,35.6699077041599,1.5486177726011963,17.68935391058574,[0.02217674 0.99975407],1786.6538035253159,617.469308078043,69.00519849363769,637.4643893970068,68.56166377343789
627.8591408693873,86.46843462964245,35.6699077041599,630.2163420245698,102.25154321105424,35.669905679628386,1.4225425153097675,15.958161353321023,[0.14771132 0.98903052],1802.6119648786369,617.96883569452,87.94554787783756,637.7494460442546,84.99132138144734
630.2163420245698,102.25154321105424,35.669905679628386,631.4929588128089,115.88794213889099,30.113389628744613,1.4774500778087616,13.696025925177015,[0.09321075 0.9956464 ],1816.307990803814,620.2598780091437,103.18365066705155,640.172806039996,101.31943575505693
631.4929588128089,115.88794213889099,30.113389628744613,631.1887507680938,130.15827013897115,30.113388355724652,1.592110621474408,14.273570112776307,[-0.02131268  0.99977286],1830.5815609165902,621.4952302226036,115.67481533017283,641.4906874030139,116.10106894760915
631.1887507680938,130.15827013897115,30.113388355724652,629.8307747572535,142.00382323741198,30.113387206975034,1.6849381882043266,11.923138305580395,[-0.11389418  0.99349289],1842.5046992221705,621.2538218971464,129.01932838048748,641.123679639041,131.29721189745482
629.8307747572535,142.00382323741198,30.113387206975034,626.7131670001714,159.69981487409314,26.335129145502123,1.7451827507709148,17.96851685956601,[-0.1735039   0.98483318],1860.4732160817366,619.9824429361104,140.26878423477868,639.6791065783967,143.73886224004528
626.7131670001714,159.69981487409314,26.335129145502123,622.3095859987159,175.31582654517257,22.335481509251792,1.8456506985713739,16.225022223333625,[-0.27140678  0.96246473],1876.6982383050702,617.0885196769636,156.98574709603935,636.3378143233792,162.41388265214692
622.3095859987159,175.31582654517257,22.335481509251792,617.4239385094588,185.78204292558172,22.335480358471216,2.00753435730194,11.550378206397745,[-0.42298593  0.90613625],1888.2486165114678,613.2482235105058,171.08596722632285,631.370948486926,179.5456858640223
617.4239385094588,185.78204292558172,22.335480358471216,611.5202283317719,194.66881092628893,17.556873836959085,2.1571766505052716,10.66904116406515,[-0.55334965  0.83294908],1898.917657675533,609.0944477295009,180.2485464408448,625.7534292894168,191.31553941031865
611.5202283317719,194.66881092628893,17.556873836959085,603.589195823288,203.64449194890477,17.556872918290765,2.294483968946899,11.977651124923261,[-0.66215257  0.74936905],1910.8953088004564,604.0265378502224,188.04728519827626,619.0139188133215,201.2903366543016
